word	types	reference
α		[]
&amp		[]
ω		[]
einweihungspredigt		[]
welche		[]
bey		[]
einweihung		[]
der		[]
neuen		[]
orgel		[]
jn		[]
der		[]
hauptkirche		[]
ss		[]
petri		[]
und		[]
pauli		[]
zu		[]
görlitz		[]
auff		[]
verordnung		[]
eines		[]
hochedlen		[]
und		[]
hochweisen		[]
raths		[]
am		[]
xi		[]
sonntage		[]
nach		[]
trinitatis		[]
war		[]
der		[]
19		[]
augusti		[]
des		[]
1703ten		[]
jahrs		[]
aus		[]
dem		[]
ordentlichen		[]
sonntagsevangelio		[]
luc	 bibel	['Lk_18-9.10.11.12.13.14']
xiix	 bibel	['Lk_18-9.10.11.12.13.14']
v	 bibel	['Lk_18-9.10.11.12.13.14']
9	 bibel	['Lk_18-9.10.11.12.13.14']
seqq	 bibel	['Lk_18-9.10.11.12.13.14']
gehalten		[]
und		[]
nunmehro		[]
zu		[]
danckbarer		[]
erinnerung		[]
gegen		[]
den		[]
höchsten		[]
gott		[]
auff		[]
begehren		[]
zum		[]
druck		[]
überlassen		[]
worden		[]
von		[]
m		[]
gottfried		[]
kretschmarn		[]
pastore		[]
primario		[]
hierbey		[]
ist		[]
zu		[]
ende		[]
der		[]
predigt		[]
eine		[]
ausführliche		[]
beschreibung		[]
des		[]
gantzen		[]
wercks		[]
nebst		[]
dem		[]
kupffer		[]
zu		[]
befinden		[]
görlitz		[]
verlegts		[]
johann		[]
gottlob		[]
laurentius		[]
lauban		[]
druckts		[]
johann		[]
christian		[]
stremel		[]
1704		[]
denen		[]
hochund		[]
wohledlen		[]
vesten		[]
hochund		[]
wohlgelahrten		[]
hochweisen		[]
und		[]
hochbenahmten		[]
herren		[]
bürgermeistern		[]
stadtrichter		[]
scabinis		[]
und		[]
sämtlichen		[]
des		[]
raths		[]
bey		[]
der		[]
königlich		[]
pollnischen		[]
und		[]
churfürstlich		[]
sächßischen		[]
sechsstadt		[]
görlitz		[]
meinen		[]
hochzuehrenden		[]
herren		[]
patro-		[]
nis		[]
und		[]
beförderern		[]
wünsche		[]
ich		[]
von		[]
gott		[]
geseegnete		[]
rathschläge		[]
ruhigen		[]
wohlstand		[]
steten		[]
flor		[]
und		[]
auffnahm		[]
und		[]
erfüllung		[]
aller		[]
wünsche		[]
jhres		[]
hertzens		[]
hochzuehrende		[]
herren		[]
und		[]
patroni		[]
gleichwie		[]
auf		[]
dem		[]
vierten		[]
concilio		[]
zu		[]
meyland		[]
so		[]
anno		[]
1576		[]
unter		[]
dem		[]
cardinal		[]
und		[]
ertzbischoff		[]
carolo		[]
borromeo		[]
gehalten		[]
unter		[]
andern		[]
dieser		[]
schluß		[]
gemacht		[]
worden		[]
wie		[]
es		[]
nicht		[]
allein		[]
billig		[]
daß		[]
kirchen		[]
altäre		[]
gottesaecker		[]
glocken		[]
und		[]
dergleichen		[]
eingeweihet		[]
sondern		[]
auch		[]
solcher		[]
einweihung		[]
jahr		[]
und		[]
tag		[]
in		[]
ein		[]
sonderliches		[]
buch		[]
eingetragen		[]
und		[]
so		[]
wohl		[]
in		[]
des		[]
bischoffs		[]
archiven		[]
als		[]
auch		[]
in		[]
iedweder		[]
kirche		[]
sacristei		[]
beygelegt		[]
ja		[]
dieses		[]
alles		[]
in		[]
eine		[]
marmor-taffel		[]
gehauen		[]
und		[]
nicht		[]
ferne		[]
von		[]
der		[]
fürnehmsten		[]
kirchthür		[]
an		[]
einem		[]
ansehnlichen		[]
orte		[]
an		[]
der		[]
mauer		[]
auffgerichtet		[]
werden		[]
solte		[]
als		[]
werde		[]
ich		[]
verhoffentlich		[]
nicht		[]
unrecht		[]
thun		[]
wenn		[]
die		[]
wegen		[]
unserer		[]
schönen		[]
und		[]
kostbaren		[]
orgel		[]
auf		[]
dero		[]
verordnung		[]
gehaltene		[]
einweihungspredigt		[]
damit		[]
das		[]
andencken		[]
dieses		[]
herrlichen		[]
wercks		[]
bey		[]
dieser		[]
lieben		[]
stadt		[]
und		[]
gemeinde		[]
als		[]
in		[]
einem		[]
gewissen		[]
buche		[]
beybehalten		[]
werde		[]
zum		[]
druck		[]
dazu		[]
sie		[]
auch		[]
inständig		[]
verlangt		[]
worden		[]
ich		[]
überlasse		[]
zumahl		[]
auch		[]
der		[]
bau		[]
und		[]
die		[]
darauff		[]
erfolgte		[]
einweihung		[]
unsers		[]
grossen		[]
und		[]
schönen		[]
tempels		[]
in		[]
einer		[]
steinern		[]
tafel		[]
eingehauen		[]
und		[]
in		[]
der		[]
mauer		[]
bey		[]
der		[]
grossen		[]
kirchthür		[]
auffgerichtet		[]
zu		[]
lesen		[]
ist		[]
daß		[]
aber		[]
ewer		[]
wohledle		[]
herrligkeiten		[]
und		[]
hochweißheiten		[]
ich		[]
diese		[]
predigt		[]
zuzuschreiben		[]
mich		[]
unterstehe		[]
hoffe		[]
ich		[]
gnugsame		[]
ursache		[]
und		[]
entschuldigung		[]
zu		[]
haben		[]
jhre		[]
stadtväterliche		[]
vorsorge		[]
und		[]
mildigkeit		[]
hat		[]
dieses		[]
werck		[]
befördert		[]
auff		[]
jhre		[]
hohe		[]
verordnung		[]
ist		[]
diese		[]
einweihung		[]
geschehen		[]
jnsonderheit		[]
finde		[]
ich		[]
mich		[]
gnugsam		[]
verbunden		[]
diese		[]
wiewohl		[]
geringe		[]
arbeit		[]
als		[]
ein		[]
zeichen		[]
meines		[]
danckbaren		[]
gemüths		[]
vor		[]
sie		[]
niederzulegen		[]
es		[]
ist		[]
heut		[]
ein		[]
jahr		[]
da		[]
in		[]
pleno		[]
consessu		[]
wegen		[]
des		[]
damahls		[]
vacirenden		[]
primariats		[]
auff		[]
meine		[]
wenige		[]
person		[]
unanimiter		[]
geschlossen		[]
und		[]
mir		[]
darauff		[]
die		[]
vocation		[]
welche		[]
ich		[]
auch		[]
weil		[]
es		[]
durch		[]
sonderbahre		[]
göttliche		[]
direction		[]
ohne		[]
mein		[]
suchen		[]
und		[]
vermuthen		[]
geschehen		[]
billig		[]
mit		[]
ehrerbietung		[]
acceptiret		[]
zugeschickt		[]
auch		[]
diese		[]
zeit		[]
über		[]
gantz		[]
unverdiente		[]
gunst		[]
ehre		[]
liebe		[]
und		[]
wohlthaten		[]
nebst		[]
denen		[]
meinigen		[]
erwiesen		[]
worden		[]
bitte		[]
demnach		[]
gantz		[]
dienstlich		[]
meine		[]
hochzuehrende		[]
und		[]
gebietende		[]
herren		[]
und		[]
patroni		[]
wollen		[]
diese		[]
wenige		[]
schrifft		[]
als		[]
ein		[]
denckmahl		[]
meines		[]
danckbegierigen		[]
gemüths		[]
anzunehmen		[]
und		[]
mir		[]
und		[]
denen		[]
armen		[]
meinigen		[]
ferner		[]
gewogen		[]
zu		[]
verbleiben		[]
hochgeneigt		[]
geruhen		[]
jch		[]
werde		[]
nicht		[]
ablassen		[]
gott		[]
hertzlich		[]
anzuruffen		[]
daß		[]
er		[]
ewer		[]
wohledle		[]
herrligkeiten		[]
und		[]
hochweißheiten		[]
samt		[]
und		[]
sonders		[]
bey		[]
guter		[]
gesundheit		[]
erhalten		[]
jhre		[]
consilia		[]
und		[]
sorgen		[]
seegnen		[]
und		[]
sie		[]
mit		[]
allen		[]
leibesund		[]
seelenwohlergehen		[]
beseeligen		[]
wolle		[]
bey		[]
welchem		[]
hertzlichen		[]
wunsche		[]
ich		[]
biß		[]
an		[]
mein		[]
ende		[]
verharre		[]
ewer		[]
wohledlen		[]
herrligkeiten		[]
und		[]
hochweißheiten		[]
willigster		[]
vorbitter		[]
bey		[]
gott		[]
auch		[]
gehorsamster		[]
und		[]
dienstschuldigster		[]
m		[]
gottfried		[]
kretschmar		[]
pastor		[]
primarius		[]
gegeben		[]
zu		[]
görlitz		[]
am		[]
30		[]
septembris		[]
anno		[]
1703		[]
synodi		[]
mandatum		[]
qvod		[]
è		[]
to	 quelle	['E080625']
xv	 quelle	['E080625']
conciliorum	 quelle	['E080625']
beatus		[]
d		[]
geierus		[]
in		[]
der		[]
vorrede		[]
der		[]
einweihungspredigt	 quelle	['E080626']
bey		[]
einweihung		[]
der		[]
schloßcapelle		[]
in		[]
moritzburg		[]
gehalten		[]
recenset		[]
ita		[]
se		[]
habet		[]
uniuscujusque	 quelle	['E080626']
ecclesiae	 quelle	['E080626']
consecrationis	 quelle	['E080626']
diem	 quelle	['E080626']
annumqve	 quelle	['E080626']
literis	 quelle	['E080626']
etiam	 quelle	['E080626']
in	 quelle	['E080626']
marmore	 quelle	['E080626']
incisis	 quelle	['E080626']
rectè	 quelle	['E080626']
notari	 quelle	['E080626']
tabulamqve	 quelle	['E080626']
marmoream	 quelle	['E080626']
in	 quelle	['E080626']
qvâ	 quelle	['E080626']
tota	 quelle	['E080626']
consecrationis	 quelle	['E080626']
narratio	 quelle	['E080626']
exaratur	 quelle	['E080626']
in	 quelle	['E080626']
pariete	 quelle	['E080626']
ab	 quelle	['E080626']
ecclesiae	 quelle	['E080626']
fronte	 quelle	['E080626']
non	 quelle	['E080626']
longè	 quelle	['E080626']
â	 quelle	['E080626']
januâ	 quelle	['E080626']
primariâ	 quelle	['E080626']
locô	 quelle	['E080626']
illustri	 quelle	['E080626']
benè	 quelle	['E080626']
affixam	 quelle	['E080626']
collocari	 quelle	['E080626']
mandamus	 quelle	['E080626']
verba		[]
tabulae		[]
lapideae		[]
incisa		[]
haec		[]
sunt		[]
herr		[]
caspar		[]
von		[]
schönberg		[]
bischoff		[]
zu		[]
meissen		[]
12		[]
jahr		[]
lang		[]
hat		[]
diese		[]
kirche		[]
zu		[]
ss		[]
petri		[]
und		[]
pauli		[]
am		[]
qvartal		[]
luciae		[]
den		[]
14		[]
decembris		[]
die		[]
☿		[]
1497		[]
consecriret		[]
ist		[]
gestorben		[]
den		[]
1		[]
julii		[]
die		[]
☿		[]
1463		[]
anno		[]
1423		[]
den		[]
8		[]
maji		[]
sonnabends		[]
ist		[]
der		[]
grund		[]
zu		[]
dieser		[]
kirche		[]
geleget		[]
anno		[]
1497		[]
den		[]
14		[]
augusti		[]
ist		[]
der		[]
bau		[]
vollendet		[]
und		[]
also		[]
74		[]
jahr		[]
3		[]
monat		[]
und		[]
6		[]
tage		[]
darüber		[]
zubracht		[]
worden		[]
der		[]
geneigte		[]
leser		[]
beliebe		[]
die		[]
errata		[]
welche		[]
wegen		[]
abwesenheit		[]
des		[]
autoris		[]
so		[]
gar		[]
accurat		[]
nicht		[]
haben		[]
observiret		[]
werden		[]
können		[]
folgender		[]
gestalt		[]
zu		[]
corrigiren		[]
o		[]
du		[]
heiliger		[]
und		[]
glorwürdiger		[]
gott		[]
es	 musikwerk	['E100107']
dancke	 musikwerk	['E100107']
dir	 musikwerk	['E100107']
und	 musikwerk	['E100107']
lobe	 musikwerk	['E100107']
dich	 musikwerk	['E100107']
das	 musikwerk	['E100107']
volck	 musikwerk	['E100107']
in	 musikwerk	['E100107']
guten	 musikwerk	['E100107']
thaten	 musikwerk	['E100107']
das	 musikwerk	['E100107']
land	 musikwerk	['E100107']
bringt	 musikwerk	['E100107']
frucht	 musikwerk	['E100107']
und	 musikwerk	['E100107']
bessert	 musikwerk	['E100107']
sich	 musikwerk	['E100107']
dein	 musikwerk	['E100107']
wort	 musikwerk	['E100107']
ist	 musikwerk	['E100107']
wohl	 musikwerk	['E100107']
gerathen	 musikwerk	['E100107']
uns	 musikwerk	['E100107']
seegne	 musikwerk	['E100107']
vater	 musikwerk	['E100107']
und	 musikwerk	['E100107']
der	 musikwerk	['E100107']
sohn	 musikwerk	['E100107']
uns	 musikwerk	['E100107']
seegne	 musikwerk	['E100107']
gott	 musikwerk	['E100107']
der	 musikwerk	['E100107']
heilige	 musikwerk	['E100107']
geist	 musikwerk	['E100107']
so		[]
wollen		[]
wir		[]
dich		[]
preisen		[]
in		[]
zeit		[]
und		[]
ewigkeit		[]
amen		[]
