word	types	reference
lobund		[]
danckpredigt		[]
über		[]
1	 bibel	['1Chr_17-8.9.10']
b	 bibel	['1Chr_17-8.9.10']
chr	 bibel	['1Chr_17-8.9.10']
cap	 bibel	['1Chr_17-8.9.10']
17	 bibel	['1Chr_17-8.9.10']
8	 bibel	['1Chr_17-8.9.10']
9	 bibel	['1Chr_17-8.9.10']
10	 bibel	['1Chr_17-8.9.10']
nach		[]
gewünscht		[]
vollendeter		[]
erbauung		[]
einer		[]
gantz		[]
neuen		[]
orgel		[]
in		[]
der		[]
friedrichskirche		[]
auf		[]
der		[]
friedrichsstadt		[]
zu		[]
berlin		[]
gehalten		[]
in		[]
derselben		[]
kirche		[]
vormittag		[]
domenica		[]
24		[]
post		[]
trinitatem		[]
als		[]
den		[]
12ten		[]
novembris		[]
1752		[]
von		[]
herrn		[]
friedrich		[]
wilhelm		[]
martini		[]
ersten		[]
evangelischreformirtem		[]
prediger		[]
daselbst		[]
nun		[]
aber		[]
bey		[]
dem		[]
eintritt		[]
des		[]
1753sten		[]
neuen		[]
jahres		[]
zum		[]
druck		[]
erbethen		[]
und		[]
der		[]
christlichen		[]
gemeine		[]
unter		[]
hertzlicher		[]
anwünschung		[]
alles		[]
ersinnlichen		[]
wohlergehens		[]
an		[]
seel		[]
und		[]
leib		[]
übergeben		[]
von		[]
christian		[]
ludewig		[]
vausch		[]
evangelischreformirtem		[]
küster		[]
bey		[]
derselben		[]
gemeine		[]
berlin		[]
gedruckt		[]
bey		[]
dem		[]
königlichen		[]
hofbuchdrucker		[]
christian		[]
fried		[]
henning		[]
eine		[]
nach		[]
richtigen		[]
grundsätzen		[]
abgefaßte		[]
und		[]
hernach		[]
wohl		[]
aufgeführte		[]
music		[]
ist		[]
rührend		[]
sie		[]
dringet		[]
durch		[]
das		[]
äussere		[]
ohr		[]
in		[]
das		[]
innere		[]
hertz		[]
und		[]
erfreuet		[]
leib		[]
und		[]
seele		[]
sie		[]
ist		[]
eine		[]
zusammenstimmung		[]
verschiedener		[]
tone		[]
welche		[]
theils		[]
durch		[]
die		[]
stimme		[]
des		[]
mundes		[]
theils		[]
durch		[]
den		[]
klang		[]
eines		[]
werckzeuges		[]
hervorgebracht		[]
werden		[]
folglich		[]
zweyerley		[]
singmäßig		[]
mit		[]
der		[]
stimme		[]
des		[]
mundes		[]
vocal		[]
klangmäßig		[]
mit		[]
dem		[]
klange		[]
eines		[]
dazu		[]
verfertigten		[]
werckzeuges		[]
instrumental		[]
der		[]
erste		[]
erfinder		[]
derselben		[]
ist		[]
wie		[]
moses		[]
1		[]
b		[]
c		[]
4		[]
21		[]
meldet		[]
gewesen		[]
jubal		[]
lamechs		[]
sohn		[]
von	 bibel	['Gen_4-21']
welchem	 bibel	['Gen_4-21']
die	 bibel	['Gen_4-21']
geiger	 bibel	['Gen_4-21']
und	 bibel	['Gen_4-21']
pfeiffer	 bibel	['Gen_4-21']
herkommen	 bibel	['Gen_4-21']
bey		[]
den		[]
jüdischen		[]
und		[]
andern		[]
völckern		[]
war		[]
sie		[]
nicht		[]
allein		[]
gebräuchlich		[]
sondern		[]
auch		[]
beliebt		[]
die		[]
israeliten		[]
bedienten		[]
sich		[]
derselben		[]
so		[]
wohl		[]
beym		[]
öffentlichen		[]
gottesdienst		[]
als		[]
auch		[]
ausser		[]
demselben		[]
sie		[]
hatten		[]
zum		[]
singen		[]
lieder		[]
psalmen		[]
lobgesänge		[]
coloss	 bibel	['Kol_3-16']
3	 bibel	['Kol_3-16']
16	 bibel	['Kol_3-16']
zum		[]
spielen		[]
posaunen		[]
pfeifen		[]
welche		[]
geblasen		[]
wurden		[]
desgleichen		[]
psalter		[]
harfen		[]
paucken		[]
die		[]
man		[]
theils		[]
mit		[]
fingern		[]
spielete		[]
theils		[]
mit		[]
stäbchen		[]
schlug		[]
ps	 bibel	['Ps_150-3.4']
150	 bibel	['Ps_150-3.4']
3	 bibel	['Ps_150-3.4']
f	 bibel	['Ps_150-3.4']
david		[]
hat		[]
sorgfältig		[]
nach		[]
einrichtung		[]
des		[]
öffentlichen		[]
gottesdienstes		[]
die		[]
music		[]
eingeführet		[]
und		[]
selbst		[]
angeordnet		[]
es		[]
musten		[]
allemahl		[]
zum		[]
wenigsten		[]
12		[]
sänger		[]
nach		[]
der		[]
zahl		[]
der		[]
12		[]
stämme		[]
israels		[]
im		[]
heiligthum		[]
seyn		[]
die		[]
andern		[]
aber		[]
spieleten		[]
auf		[]
musicalischen		[]
instrumenten		[]
wobey		[]
die		[]
absicht		[]
dieses		[]
königes		[]
über		[]
israel		[]
war		[]
gottes		[]
des		[]
königes		[]
aller		[]
könige		[]
heiligen		[]
nahmen		[]
durch		[]
loben		[]
preisen		[]
rühmen		[]
und		[]
dancken		[]
zu		[]
verherrlichen		[]
weswegen		[]
er		[]
auch		[]
bey		[]
einführung		[]
der		[]
bundeslade		[]
in		[]
die		[]
zu		[]
jerusalem		[]
für		[]
sie		[]
erbauete		[]
hütte		[]
bestellete		[]
gott		[]
mit		[]
einem		[]
liede		[]
durch		[]
singen		[]
und		[]
spielen		[]
wie		[]
